"","X","Property.Name","Price","House.Type","Area.in.sq.ft","No..of.Bedrooms","No..of.Bathrooms","No..of.Receptions","Location","City.County","Postal.Code"
"1027",1026,"Amwell Court Estate",511936,"Flat / Apartment",806,3,3,3," Finsbury Park","London","N4 2NY"
"1028",1027,"Packington Street",640000,"Flat / Apartment",527,1,1,1,"","London","N1 7EA"
"1029",1028,"Dalston Lane",1388800,"House",1705,3,3,3,"Hackney","London","E8 1NG"
"1030",1029,"Bishops Road",2041600,"House",1679,4,4,4,"Fulham","London","SW6 7AS"
"1031",1030,"Winterdown Road",1088000,"House",1336,3,3,3,"Esher","Surrey","KT10 8LP"
"1032",1031,"Gosberton Road",1920000,"House",2084,5,5,5,"","London","SW12 8LE"
"1033",1032,"Hoadly Road",3584000,"House",4050,6,6,6,"","London","SW16 1AF"
"1034",1033,"Landmark Place At Tower Bridge",2303993.6,"New development",1236,2,2,2,"Water Lane","London","EC3R 6EA"
"1035",1034,"Emlyn Road",3456000,"House",2685,5,5,5,"Stamford Brook","London","W12 9TD"
"1036",1035,"Berrymede Road",1472000,"House",1301,4,4,4,"Chiswick","London","W4 5JD"
"1037",1036,"Lonsdale Road",3168000,"House",2406,5,5,5,"Barnes","London","SW13 9DA"
"1038",1037,"Tyneham Road",1023936,"House",766,2,2,2,"Battersea","London","SW11 5XR"
"1039",1038,"Eaton Square",3776000,"Flat / Apartment",1181,2,2,2,"Belgravia","London","SW1W 9DF"
"1040",1039,"Hazel Lane",3200000,"House",4420,6,6,6,"Richmond","Surrey","TW10 7AP"
"1041",1040,"New Road",1216000,"House",1397,3,3,3,"Richmond","Surrey","TW10 7HY"
"1042",1041,"Fontarabia Road",761600,"Flat / Apartment",683,1,1,1,"","London","SW11 5PE"
"1043",1042,"Burland Road",1913600,"House",1892,5,5,5,"","London","SW11 6SA"
"1044",1043,"Southwold Mansions",8e+05,"Flat / Apartment",693,2,2,2," Maida Vale","London","W9 2LF"
"1045",1044,"Clarendon Court",1196800,"Flat / Apartment",829,2,2,2,"33 Maida Vale","Little Venice","W9 1AJ"
"1046",1045,"Albion Road",767993.6,"Flat / Apartment",710,2,2,2,"","London","N16 9PH"
"1047",1046,"Elrington Road",2112000,"House",2048,4,4,4,"Hackney","London","E8 3BJ"
"1048",1047,"Waldeck Road",672000,"New development",666,1,1,1,"Ealing","London","W13 8LY"
"1049",1048,"Clapham Common South Side",1024000,"Flat / Apartment",992,2,2,2,"","London","SW4 9DX"
"1050",1049,"Selkirk Road",1273600,"House",1716,5,5,5,"","London","SW17 0EP"
"1051",1050,"Rookery Hill",2240000,"House",3184,4,4,4,"Ashtead","Surrey","KT21 1EG"
"1052",1051,"Snarsgate Street",992000,"House",634,2,2,2,"","London","W10 6QP"
"1053",1052,"Aspley Road",2041600,"House",2287,5,5,5,"","London","SW18 2DB"
"1054",1053,"Pinnacle House",1920000,"Flat / Apartment",1438,3,3,3," Juniper Drive","London","SW18 1JE"
"1055",1054,"Eaton Square",4800000,"Flat / Apartment",1550,2,2,2,"Belgravia","London","SW1W 9BG"
"1056",1055,"Petersham Road",4160000,"House",2989,4,4,4,"Richmond","Surrey","TW10 7AH"
"1057",1056,"Eastfields Avenue",1145600,"Flat / Apartment",1039,2,2,2," Putney","London","SW18 1FU"
"1058",1057,"Sandmere Road",1023998.72,"Flat / Apartment",1076,3,3,3,"","London","SW4 7QH"
"1059",1058,"Barnard Mews",832000,"Duplex",890,2,2,2," Battersea","London","SW11 1QU"
"1060",1059,"Fitzwilliam Road",1785600,"House",1918,3,3,3,"","London","SW4 0DN"
"1061",1060,"Alderside Apartments",704000,"New development",547,1,1,1," 35 Salusbury Road","London","NW6 6BF"
"1062",1061,"The Watergardens",640000,"Flat / Apartment",1008,3,3,3," Woodford Green","Essex","IG8 0GD"
"1063",1062,"Buckingham Road",1984000,"House",1378,3,3,3,"De Beauvoir","London","N1 4HY"
"1064",1063,"Kings College Court",6336000,"New development",3330,3,3,3,"55 Primrose Hill Road","London","NW3 3EA"
"1065",1064,"Kings College Court",3648000,"Flat / Apartment",1752,2,2,2,"55 Primrose Hill Road","London","NW3 3EA"
"1066",1065,"Greensward House",2880000,"Flat / Apartment",2557,3,3,3," Fulham","London","SW6 2TG"
"1067",1066,"Ternary Place",761600,"New development",807,2,2,2,"North Ealing","London","W5 3HJ"
"1068",1067,"Wayneflete Tower Avenue",4224000,"House",6309,5,5,5,"Esher","Surrey","KT10 8QG"
"1069",1068,"Oaklands Road",1568000,"House",1758,4,4,4,"","London","SW14 8NJ"
"1070",1069,"Limehouse Wharf",1728000,"Flat / Apartment",2264,2,2,2," Canary Wharf","London","E14 8BP"
"1071",1070,"Lime Quarter",697600,"New development",773,2,2,2,"Bow","London","E3 3PJ"
"1072",1071,"Leythe Road",1529600,"House",1668,4,4,4,"Acton","London","W3 8AW"
"1073",1072,"Carlton House",1052800,"New development",869,2,2,2," Putney","London","SW15 2BS"
"1074",1073,"Parliament View Apartments",1721600,"Flat / Apartment",1030,3,3,3,"1 Albert Embankment","London","SE1 7XL"
"1075",1074,"The Tower",1792000,"Flat / Apartment",1145,2,2,2," Vauxhall","London","SW8 2BW"
"1076",1075,"Peninsula Heights",2240000,"Flat / Apartment",1232,2,2,2,"93 Albert Embankment","London","SE1 7TY"
"1077",1076,"Liverpool Road",3705600,"House",3660,6,6,6,"Kingston upon Thames","Surrey","KT2 7SX"
"1078",1077,"Chester Close North",3008000,"House",1844,4,4,4,"Regent's Park","London","NW1 4JE"
"1079",1078,"Elm Tree Court",1376000,"Flat / Apartment",1142,3,3,3,"Elm Tree Road","London","NW8 9JT"
"1080",1079,"Gayville Road",1728000,"House",1637,4,4,4,"","London","SW11 6JW"
"1081",1080,"Green Street",2880000,"Flat / Apartment",1348,2,2,2,"Mayfair","London","W1K 6RG"
"1082",1081,"Northstand Apartments",895936,"Flat / Apartment",787,2,2,2,"Highbury Stadium Square","London","N5 1FN"
"1083",1082,"Highbury Hill",1824000,"House",1761,3,3,3,"Highbury","London","N5 1AU"
"1084",1083,"Reliance Wharf",556800,"Flat / Apartment",527,1,1,1,"Islington","London","N1 5ET"
"1085",1084,"Pattison Road",3776000,"House",3300,5,5,5,"","London","NW2 2HJ"
"1086",1085,"Ternary Place",825600,"New development",904,2,2,2," Ealing","London","W5 3HJ"
"1087",1086,"Pavilion Park",1273600,"New development",1681,3,3,3," East Molesey","Surrey","KT8 9DX"
"1088",1087,"Sheen Common Drive",7040000,"House",5453,6,6,6,"Richmond","Surrey","TW10 5BN"
"1089",1088,"Nightingale Square",3200000,"House",2413,5,5,5,"","London","SW12 8QJ"
"1090",1089,"Gaskarth Road",1536000,"House",1585,4,4,4,"","London","SW12 9NN"
"1091",1090,"Cambridge Road",2240000,"House",1891,5,5,5,"Barnes","London","SW13 0PG"
"1092",1091,"Mirabel Road",928000,"Flat / Apartment",924,3,3,3,"Fulham","London","SW6 7EH"
"1093",1092,"Tyneham Road",1088000,"House",780,2,2,2,"Battersea","London","SW11 5XR"
"1094",1093,"Princes Road",2878720,"House",2600,5,5,5,"Wimbledon","London","SW19 8RB"
"1095",1094,"Old York Road",608000,"Flat / Apartment",598,1,1,1,"","London","SW18 1TQ"
"1096",1095,"Tritton House",672000,"New development",558,1,1,1,"3 Ryeland Boulevard","London","SW18 1UF"
"1097",1096,"Gore Road",473600,"Flat / Apartment",400,1,1,1,"South Hackney","London","E9 7HW"
"1098",1097,"Calvin Street",3200000,"Flat / Apartment",2132,2,2,2,"Spitalfields","London","E1 6NW"
"1099",1098,"Hillside Rise",896000,"Bungalow",1301,3,3,3,"Northwood","Middlesex","HA6 1RR"
"1100",1099,"Bennerley Road",2041600,"House",2046,4,4,4,"","London","SW11 6DR"
"1101",1100,"Delaware Mansions",915200,"Flat / Apartment",764,2,2,2," Maida Vale","London","W9 2LL"
"1102",1101,"Carlton Mansions",1260800,"Flat / Apartment",978,2,2,2," Maida Vale","London","W9 1NR"
"1103",1102,"Great Portland Street",6208000,"Penthouse",1518,3,3,3,"Fitzrovia","London","W1W 7LS"
"1104",1103,"The Uplands",2169600,"House",3683,5,5,5,"Loughton","Essex","IG10 1NH"
"1105",1104,"High Silver",1401600,"House",1728,4,4,4,"Loughton","Essex","IG10 4EL"
"1106",1105,"Monkhams Avenue",1696000,"House",2659,5,5,5,"Woodford Green","Essex","IG8 0ER"
"1107",1106,"Buckingham Road",895936,"House",1255,1,1,1,"Islington","London","N1 4JA"
"1108",1107,"Bromyard House",448000,"Flat / Apartment",420,1,1,1," Acton","London","W3 7FG"
"1109",1108,"Claremont Drive",2560000,"House",3556,6,6,6,"Esher","Surrey","KT10 9LU"
"1110",1109,"Lynwood Road",1401600,"House",2442,5,5,5,"Thames Ditton","Surrey","KT7 0DN"
"1111",1110,"York Avenue",4160000,"House",3467,6,6,6,"East Sheen","London","SW14 7LQ"
"1112",1111,"Badminton Road",1151936,"Flat / Apartment",939,2,2,2,"","London","SW12 8BN"
"1113",1112,"Landmark Place At Tower Bridge",2772480,"New development",1236,2,2,2,"Water Lane","London","EC3R 6EA"
"1114",1113,"Junction House",614400,"New development",577,1,1,1," Battersea","London","SW11 2NU"
"1115",1114,"Elsham Road",1056000,"Flat / Apartment",869,2,2,2,"Brook Green","London","W14 8HB"
"1116",1115,"Park Terrace, Warriner Gardens",3776000,"New development",2768,4,4,4,"Battersea","London","SW11 4XW"
"1117",1116,"Southlands Drive",748800,"Flat / Apartment",784,2,2,2,"Wimbledon","London","SW19 5QF"
"1118",1117,"Smith Terrace",3808000,"House",2041,3,3,3,"Chelsea","London","SW3 4DL"
"1119",1118,"The Close",870400,"House",1125,3,3,3,"Richmond","Surrey","TW9 4QW"
"1120",1119,"Thornton Place",1150720,"New development",982,2,2,2,"Clapham Common North Side","London","SW4 0AB"
"1121",1120,"Shaftesbury",864000,"House",1153,4,4,4,"Loughton","Essex","IG10 1HN"
"1122",1121,"Upshirebury Green",608000,"House",890,2,2,2,"Waltham Abbey","Essex","EN9 3SU"
"1123",1122,"Coppice Row",1619200,"House",2568,5,5,5," Epping","Essex","CM16 7DN"
"1124",1123,"Stokesheath Road",4480000,"House",11077,6,6,6,"Oxshott","Surrey","KT22 0PS"
"1125",1124,"Holland Street",4480000,"House",2401,4,4,4,"","London","W8 4NA"
"1126",1125,"John Spencer Square",767993.6,"Flat / Apartment",528,1,1,1,"","London","N1 2LZ"
"1127",1126,"Kingsland Road",704000,"Flat / Apartment",736,2,2,2,"Hackney","London","E8 4EG"
"1128",1127,"Calbourne Road",1696000,"House",1595,4,4,4,"","London","SW12 8LW"
"1129",1128,"Balham Park Road",3072000,"House",2850,6,6,6,"","London","SW12 8DZ"
"1130",1129,"Streathbourne Road",3200000,"House",3525,6,6,6,"","London","SW17 8QY"
"1131",1130,"Phoenix Wharf",1472000,"Flat / Apartment",1302,2,2,2," Limehouse","London","E14 8DQ"
"1132",1131,"Lock Side Way",704000,"New development",1023,2,2,2,"Royal Albert Wharf","London","E16 2QJ"
"1133",1132,"City Walk Apartments",883200,"Flat / Apartment",753,2,2,2," Clerkenwell","London","EC1V 3RF"
"1134",1133,"Worship Street",1504000,"Flat / Apartment",949,2,2,2,"Clerkenwell","London","EC2A 2AH"
"1135",1134,"Thornton Avenue",2560000,"House",2222,5,5,5,"Chiswick","London","W4 1QG"
"1136",1135,"Bishops Gate",1337600,"New development",810,2,2,2," Fulham High Street","Fulham","SW6 3LF"
"1137",1136,"Yvon House",895936,"Flat / Apartment",848,2,2,2," Battersea","London","SW11 4GA"
"1138",1137,"Holden Street",1152000,"House",1223,3,3,3,"Battersea","London","SW11 5UP"
"1139",1138,"Matthews Street",1120000,"House",1061,3,3,3,"Battersea","London","SW11 5AB"
"1140",1139,"King Edwards Road",2169600,"House",1938,4,4,4,"South Hackney","London","E9 7SF"
"1141",1140,"Lords View",1081600,"Flat / Apartment",960,2,2,2," St. John's Wood","London","NW8 7HL"
"1142",1141,"Sovereign Mews",1088000,"House",1213,4,4,4," Hackney","London","E2 8ER"
"1143",1142,"Princelet Street",2560000,"Flat / Apartment",2401,3,3,3,"","Spitalfields","E1 6QH"
"1144",1143,"Eaton Square",4160000,"Flat / Apartment",1509,1,1,1,"Belgravia","London","SW1W 9DF"
"1145",1144,"Egbert Street",2240000,"Flat / Apartment",1239,3,3,3,"Primrose Hill","London","NW1 8LJ"
"1146",1145,"Heathside Close",1600000,"House",1880,4,4,4,"Moor Park","Middlesex","HA6 2EQ"
"1147",1146,"Birchside Apartments",704000,"New development",562,1,1,1," Queens Park","London","NW6 5FS"
"1148",1147,"Wimpole Mews",1344000,"Flat / Apartment",1309,3,3,3,"Marylebone","London","W1G 8PD"
"1149",1148,"Portman Mansions",1401600,"Flat / Apartment",945,1,1,1," Marylebone","London","W1U 6NT"
"1150",1149,"Upshirebury Green",1529600,"House",2737,4,4,4,"Waltham Abbey","Essex","EN9 3ST"
"1151",1150,"Eldon Grove",1408000,"Flat / Apartment",985,3,3,3,"Hampstead","London","NW3 5PT"
"1152",1151,"Frognal Lane",3840000,"Flat / Apartment",2427,4,4,4,"Hampstead","London","NW3 7DU"
"1153",1152,"Pursers Cross Road",2752000,"House",2416,5,5,5,"Fulham","London","SW6 4QZ"
"1154",1153,"Temple Sheen Road",2304000,"House",2129,5,5,5,"East Sheen","London","SW14 7RS"
"1155",1154,"Spencer Gardens",1657600,"House",1248,3,3,3,"","London","SW14 7AH"
"1156",1155,"Graveney Road",1440000,"House",2137,5,5,5,"","London","SW17 0EG"
"1157",1156,"Ravenswood Road",1312000,"House",1556,4,4,4,"","London","SW12 9PN"
"1158",1157,"Foxbourne Road",2144000,"House",2346,5,5,5,"","London","SW17 8EW"
"1159",1158,"Weltje Road",3520000,"House",3251,7,7,7,"Ravenscourt Park","London","W6 9LT"
"1160",1159,"Finborough Road",640000,"Flat / Apartment",670,1,1,1,"","London","SW10 9DA"
"1161",1160,"Dewhurst Road",3225600,"House",2638,5,5,5,"Brook Green","London","W14 0ES"
"1162",1161,"Sinclair Road",1107200,"Flat / Apartment",1023,2,2,2,"","London","W14 0NP"
"1163",1162,"Lurline Gardens",896000,"Flat / Apartment",875,2,2,2,"Battersea","London","SW11 4DB"
"1164",1163,"Orbel Street",1728000,"House",1295,3,3,3,"Battersea","London","SW11 3NX"
"1165",1164,"Riverwalk",4416000,"Flat / Apartment",1215,2,2,2," Westminster","London","SW1P 4FA"
"1166",1165,"Birdhurst Road",992000,"Flat / Apartment",1066,3,3,3,"","London","SW18 1AR"
"1167",1166,"Wilna Road",1529600,"House",1697,4,4,4,"","London","SW18 3AY"
"1168",1167,"Bradstock Road",928000,"Penthouse",1200,3,3,3,"Hackney","London","E9 5BZ"
"1169",1168,"Ashby Street",896000,"Flat / Apartment",606,2,2,2,"Clerkenwell","London","EC1V 0ED"
"1170",1169,"Seward Street",889600,"Flat / Apartment",796,2,2,2,"Clerkenwell","London","EC1V 3PA"
"1171",1170,"Moor Lane",1662720,"Flat / Apartment",827,2,2,2,"City Of London","London","EC2Y 9BA"
"1172",1171,"Hans Road",7616000,"Flat / Apartment",2817,3,3,3,"Knightsbridge","London","SW3 1RW"
"1173",1172,"Richmond Hill",761600,"Flat / Apartment",786,2,2,2,"Richmond","Surrey","TW10 6QX"
"1174",1173,"Onslow Avenue",2688000,"House",2296,4,4,4,"Richmond","Surrey","TW10 6QB"
"1175",1174,"Rotherwood Road",1888000,"House",1894,4,4,4,"Putney","London","SW15 1LA"
"1176",1175,"Larpent Avenue",3776000,"House",3336,7,7,7,"Putney","London","SW15 6UU"
"1177",1176,"Granard Road",576000,"Flat / Apartment",570,2,2,2,"","London","SW12 8UJ"
"1178",1177,"Worcester Gardens",704000,"Flat / Apartment",672,2,2,2,"","London","SW11 6LR"
"1179",1178,"Pall Mall",2880000,"Flat / Apartment",1297,2,2,2,"St James's","London","SW1Y 5JH"
"1180",1179,"Connaught Avenue",3520000,"House",4925,6,6,6,"Loughton","Essex","IG10 4DS"
"1181",1180,"Wollaton House",767936,"Flat / Apartment",734,1,1,1," Islington","London","N1 0EY"
"1182",1181,"Aberdeen Road",832000,"Flat / Apartment",667,1,1,1,"","London","N5 2XA"
"1183",1182,"Sandilands Road",1088000,"House",900,2,2,2,"Fulham","London","SW6 2BD"
"1184",1183,"Edenvale Street",1056000,"Flat / Apartment",1027,3,3,3,"Fulham","London","SW6 2SF"
"1185",1184,"Linver Road",2368000,"House",1678,5,5,5,"Fulham","London","SW6 3RB"
"1186",1185,"Doulton House",2240000,"Flat / Apartment",1390,3,3,3,"11 Park Street","London","SW6 2FT"
"1187",1186,"Lilyville Road",4032000,"House",3100,5,5,5,"Fulham","London","SW6 5DP"
"1188",1187,"Second Avenue",767936,"Flat / Apartment",1128,3,3,3,"Acton","London","W3 7RX"
"1189",1188,"St. Marys Road",2553600,"House",3605,6,6,6," Surbiton","Surrey","KT6 5EU"
"1190",1189,"Ember Lane",2041600,"House",3304,6,6,6,"Esher","Surrey","KT10 8DZ"
"1191",1190,"Cornwall Gardens",1529600,"Flat / Apartment",752,2,2,2,"","London","SW7 4BA"
"1192",1191,"Sheen Common Drive",3392000,"House",2229,4,4,4,"Richmond","Surrey","TW10 5BN"
"1193",1192,"Aberdeen Wharf",1216000,"Flat / Apartment",973,2,2,2,"94 Wapping High Street","London","E1W 2ND"
"1194",1193,"Bishops Gate",1344000,"New development",817,2,2,2,"82-88 Fulham High Street","London","SW6 3LF"
"1195",1194,"Bishops Gate",889600,"New development",678,2,2,2,"82-88 Bishops Gate","Fulham High Street","SW6 3LF"
"1196",1195,"Montem Terrace",4985600,"New development",4453,6,6,6,"35A Arterberry Road","London","SW20 8AG"
"1197",1196,"Belvedere Heights",544000,"Flat / Apartment",502,1,1,1," St. John's Wood","London","NW8 8HZ"
"1198",1197,"Ashley Gardens",1664000,"House",2484,4,4,4,"Richmond","Surrey","TW10 7BU"
"1199",1198,"West Hill",561920,"Flat / Apartment",670,2,2,2,"Putney","London","SW15 2UF"
"1200",1199,"Westbourne Park Road",5760000,"House",2742,6,6,6,"Notting Hill","London","W2 5PH"
"1201",1200,"Lynette Avenue",767936,"Flat / Apartment",689,1,1,1,"","London","SW4 9HD"
"1202",1201,"Ronalds Road",1920000,"House",1327,4,4,4,"Highbury","London","N5 1XB"
"1203",1202,"Cloudesley Street",8e+05,"Flat / Apartment",513,1,1,1,"Islington","London","N1 0HX"
"1204",1203,"Tottenham Road",639998.72,"Flat / Apartment",700,1,1,1,"De Beauvoir","London","N1 4BD"
"1205",1204,"Hertford Road",556800,"Flat / Apartment",565,1,1,1,"","London","N1 5SH"
"1206",1205,"Dartmouth Park Road",1088000,"Flat / Apartment",743,2,2,2,"","London","NW5 1SN"
"1207",1206,"The Chase",3449600,"House",3125,4,4,4,"","London","SW4 0NH"
"1208",1207,"Wavendon Avenue",2880000,"House",2389,5,5,5,"Chiswick","London","W4 4NR"
"1209",1208,"Chiswick",2176000,"House",2033,5,5,5,"","London","W4 3HA"
"1210",1209,"Old Brompton Road",4416000,"House",2160,4,4,4,"","London","SW7 3RA"
"1211",1210,"Castelnau",4160000,"House",3098,5,5,5,"Barnes","London","SW13 9ET"
"1212",1211,"Dorville Crescent",832000,"Flat / Apartment",650,2,2,2,"","London","W6 0HJ"
"1213",1212,"Television Centre",1785600,"Flat / Apartment",981,2,2,2,"101 Wood Lane","London","W12 7FT"
"1214",1213,"Alexander Court",608000,"Flat / Apartment",705,2,2,2,"Wandsworth Common West Side","London","SW18 2EJ"
"1215",1214,"Hotham Road",1600000,"House",1810,3,3,3,"Putney","London","SW15 1QJ"
"1216",1215,"Danemere Street",1472000,"House",1468,3,3,3,"Putney","London","SW15 1LT"
"1217",1216,"Meadowbank",8e+05,"House",1213,4,4,4," Watford","Hertfordshire","WD19 4NP"
"1218",1217,"Copperbeech Court",736000,"Flat / Apartment",1092,2,2,2," Northwood","Middlesex","HA6 2YJ"
"1219",1218,"North Side Wandsworth Common",889600,"Flat / Apartment",815,2,2,2,"","London","SW18 2SL"
"1220",1219,"Manchuria Road",2688000,"House",2325,5,5,5,"","London","SW11 6AE"
"1221",1220,"Mandalay Road",960000,"Flat / Apartment",838,2,2,2,"","London","SW4 9ED"
"1222",1221,"Shelgate Road",1790720,"House",1456,3,3,3,"Battersea","London","SW11 1BQ"
"1223",1222,"Pearson Square",6080000,"Penthouse",1774,3,3,3,"Fitzrovia","London","W1T 3BJ"
"1224",1223,"Canonbury Lane",2912000,"House",1969,4,4,4,"Islington","London","N1 2AP"
"1225",1224,"Lofting Road",767936,"Flat / Apartment",657,2,2,2,"Islington","London","N1 1ET"
"1226",1225,"Palewell Park",2553600,"House",2707,5,5,5,"East Sheen","London","SW14 8JH"
"1227",1226,"Kings Road",1150720,"House",1109,3,3,3,"","London","SW14 8PF"
"1228",1227,"Richmond Park Road",2016000,"House",2050,5,5,5,"","London","SW14 8JU"
"1229",1228,"Osprey Court",1088000,"Flat / Apartment",655,1,1,1,"Star Place","London","E1W 1AG"
"1230",1229,"Fernside Road",1600000,"House",1683,4,4,4,"","London","SW12 8LN"
"1231",1230,"Paddenswick Road",4800000,"House",3391,5,5,5,"Ravenscourt Park","London","W6 0UA"
"1232",1231,"Bollo Lane",1273600,"House",1423,5,5,5,"Chiswick","London","W4 5LT"
"1233",1232,"Devonshire Road",1088000,"House",1163,3,3,3,"Chiswick","London","W4 2HD"
"1234",1233,"Grove Court",3072000,"Flat / Apartment",1898,4,4,4,"Drayton Gardens","London","SW10 9QY"
"1235",1234,"Kathleen Road",767936,"Flat / Apartment",830,3,3,3,"Battersea","London","SW11 2JR"
"1236",1235,"Huntspill Street",1120000,"House",1334,5,5,5,"","London","SW17 0AA"
"1237",1236,"Eamont Court",864000,"Flat / Apartment",602,2,2,2," St. Johns Wood","London","NW8 7DG"
"1238",1237,"Murray Street",940800,"Flat / Apartment",953,2,2,2,"Camden","London","NW1 9RE"
"1239",1238,"Mandalay Road",1184000,"Flat / Apartment",1082,2,2,2,"","London","SW4 9ED"
"1240",1239,"Mapesbury Road",1664000,"House",2547,5,5,5,"Brondesbury","London","NW2 4HJ"
"1241",1240,"Birds Hill Road",9600000,"House",12526,7,7,7,"Oxshott","Surrey","KT22 0NJ"
"1242",1241,"Hereford Square",9536000,"House",3997,6,6,6,"South Kensington","London","SW7 4TS"
"1243",1242,"Wilton Place",10560000,"House",3188,5,5,5,"Belgravia","London","SW1X 8RL"
"1244",1243,"College Cross",3065600,"House",2212,4,4,4,"Islington","London","N1 1PT"
"1245",1244,"Northchurch Road",640000,"Flat / Apartment",675,1,1,1,"Islington","London","N1 3FL"
"1246",1245,"Canonbury Park South",3264000,"House",2241,5,5,5,"Canonbury","London","N1 2JG"
"1247",1246,"Upper Place",768000,"New development",721,2,2,2," Clapton","London","E5 9BU"
